CustomerID,frequency,recency,T,monetary_value
12541.0,3,29,280,285.04333333333335
12544.0,1,35,35,329.9
12545.0,2,74,259,425.525
12546.0,2,46,77,520.04
12547.0,2,197,280,83.39999999999999
12548.0,1,165,165,74.69999999999999
12550.0,1,78,78,853.88
12551.0,1,357,357,168.0
12552.0,2,38,39,150.235
12553.0,10,7,329,333.52
12556.0,2,49,150,290.58
12557.0,5,15,371,359.15
12558.0,1,7,7,247.08
12559.0,2,310,319,236.32999999999998
12560.0,3,4,142,656.6366666666667
12561.0,1,302,302,237.05
12562.0,7,7,198,464.6057142857143
12564.0,1,260,260,396.15
12565.0,1,288,288,145.92
12566.0,1,85,85,299.38
12567.0,10,22,369,839.333
12569.0,32,1,251,108.279375
12571.0,2,39,121,255.185
12572.0,2,8,51,437.31
12573.0,1,226,226,158.09
12574.0,1,315,315,192.55
12576.0,5,35,304,253.012
12577.0,3,34,358,205.21666666666667
12578.0,2,20,329,1230.855
12579.0,1,77,77,396.62
12580.0,1,246,246,394.7
12581.0,1,39,39,184.76
12582.0,2,238,288,181.71
12583.0,15,2,373,417.726
12584.0,9,3,279,222.2888888888889
12585.0,2,233,350,841.475
12586.0,1,16,16,194.04000000000002
12587.0,1,7,7,111.5
12588.0,1,38,38,154.65
12589.0,2,28,144,276.14
12590.0,2,210,210,2195.255
12591.0,1,316,316,383.1
12592.0,2,91,212,204.05
12593.0,3,108,218,132.36666666666665
12594.0,10,37,322,307.768
12596.0,2,50,241,210.26
12597.0,4,18,267,780.33
12598.0,8,9,284,338.24125
12599.0,7,28,303,127.59
12600.0,10,28,370,229.84700000000004
12601.0,5,189,332,93.80199999999999
12602.0,1,58,58,144.22
12603.0,1,21,21,240.0
12604.0,2,78,261,121.84
12607.0,1,59,59,1559.01
12609.0,3,77,317,336.0366666666667
12610.0,5,22,125,345.428
12611.0,1,51,51,1047.52
12612.0,1,73,73,678.75
12613.0,5,56,261,626.13
12614.0,1,277,277,300.65
12615.0,4,1,167,490.06
12616.0,2,94,296,320.9
12617.0,1,28,28,348.08
12618.0,1,21,21,143.91
12619.0,9,15,252,177.55777777777777
12620.0,3,14,204,416.7133333333333
12621.0,20,1,365,527.7115
12622.0,1,231,231,153.85
12623.0,1,275,275,284.1
12624.0,2,105,177,295.14
12625.0,2,211,318,1137.285
12626.0,9,22,326,655.6933333333333
12627.0,7,10,139,593.7214285714286
12628.0,3,3,64,244.73666666666668
12630.0,2,9,43,520.04
12631.0,1,56,56,501.0
12633.0,4,58,287,436.7975
12635.0,2,89,154,773.47
12637.0,8,66,323,714.7925
12638.0,1,32,32,538.75
12639.0,1,238,238,377.8
12640.0,3,23,81,323.1766666666667
12641.0,1,114,114,151.4
12642.0,3,24,107,294.92333333333335
12643.0,6,127,332,166.13
12644.0,1,129,129,464.37
12645.0,4,33,315,405.6075
12646.0,2,4,48,560.705
12647.0,12,21,368,224.61416666666665
12648.0,1,154,154,300.3
12649.0,3,106,211,189.26666666666668
12650.0,1,2,2,272.44
12651.0,1,334,334,114.0
12652.0,1,330,330,829.78
12653.0,2,148,296,848.655
12654.0,5,10,294,110.36600000000001
12656.0,5,16,233,605.62
12657.0,4,10,78,278.75
12658.0,1,18,18,640.4
12659.0,1,29,29,62.85
12660.0,1,10,10,227.45
12662.0,11,0,372,329.5163636363637
12664.0,9,7,322,250.86666666666667
12665.0,1,324,324,52.5
12667.0,1,57,57,485.23
12668.0,4,11,355,826.4375
12669.0,3,150,256,496.72333333333336
12670.0,5,9,232,530.544
12672.0,1,329,329,222.29999999999998
12673.0,2,4,326,292.435
12674.0,4,38,207,412.01
12676.0,6,24,310,184.60666666666668
12678.0,12,41,353,470.90000000000003
12679.0,4,58,283,213.59
12680.0,4,0,112,201.68
12681.0,22,14,367,548.4499999999999
12682.0,31,3,370,331.92870967741936
12683.0,15,3,365,471.3773333333333
12684.0,7,7,212,276.63428571428574
12685.0,6,27,93,444.10833333333335
12686.0,1,371,371,78.64
12688.0,1,113,113,3860.79
12689.0,2,25,127,577.605
12690.0,1,205,205,332.61
12691.0,6,27,356,139.28333333333333
12693.0,4,126,318,186.6275
12694.0,2,69,182,356.31
12695.0,4,6,209,140.57750000000001
12697.0,3,28,168,255.07000000000002
12700.0,4,7,214,1124.4725
12701.0,2,79,241,366.35
12702.0,1,19,19,208.5
12703.0,1,70,70,273.05
12704.0,8,6,169,199.84125
12705.0,9,14,356,700.1833333333333
12707.0,1,291,291,552.52
12708.0,10,29,368,244.796
12709.0,15,14,366,537.3713333333333
12710.0,3,96,200,351.19
12712.0,13,28,370,301.88307692307694
12713.0,1,0,0,790.35
12714.0,5,8,294,860.406
12715.0,1,105,105,278.36
12716.0,2,3,132,494.955
12717.0,2,150,245,413.265
12718.0,1,70,70,212.35
12719.0,2,4,64,290.52500000000003
12720.0,25,2,368,205.43560000000002
12721.0,6,31,354,400.6983333333333
12722.0,4,84,150,227.4625
12723.0,5,3,64,131.51600000000002
12724.0,4,4,331,242.1025
12725.0,1,370,370,386.8
12726.0,7,27,356,292.1928571428571
12727.0,7,10,319,501.82428571428574
12728.0,4,70,331,180.395
12729.0,1,113,113,420.71000000000004
12731.0,12,23,364,1018.6408333333334
12732.0,1,179,179,217.01000000000002
12733.0,1,233,233,343.1
12734.0,1,352,352,110.39999999999999
12735.0,2,314,336,326.28499999999997
12736.0,1,332,332,141.6
12738.0,1,371,371,140.4
12739.0,2,77,98,387.25
12740.0,1,63,63,411.05
12743.0,2,133,133,254.465
12744.0,7,51,317,1021.6685714285715
12747.0,11,1,368,339.81
12748.0,209,0,373,125.1724880382775
12749.0,5,3,212,736.896
12750.0,1,128,128,259.98
12752.0,1,80,80,2611.87
12753.0,6,22,362,1780.7533333333333
12754.0,3,235,308,97.70666666666666
12755.0,2,280,365,39.425
12756.0,1,86,86,72.13
12757.0,13,15,210,302.38461538461536
12758.0,2,116,276,1238.17
12759.0,3,51,275,471.78
12762.0,2,7,24,722.525
12763.0,2,137,368,196.29
12764.0,1,316,316,1432.88
12766.0,7,3,365,919.0528571428571
12769.0,1,238,238,1079.4
12770.0,1,210,210,695.0
12772.0,1,59,59,750.3199999999999
12775.0,5,16,310,250.92800000000003
12778.0,6,19,311,112.87333333333333
12779.0,8,37,370,448.9725
12781.0,2,63,284,355.52
12782.0,5,4,357,400.144
12783.0,6,1,74,224.75833333333333
12784.0,2,8,14,242.73499999999999
12785.0,1,363,363,261.5
12787.0,3,9,192,143.58666666666667
12789.0,1,64,64,30.0
12790.0,1,191,191,289.42
12791.0,1,373,373,53.75
12792.0,1,256,256,352.09
12793.0,2,334,370,229.615
12794.0,2,52,98,420.88
12795.0,1,18,18,302.13
12797.0,1,365,365,228.63
12798.0,3,9,170,69.83333333333333
12802.0,1,186,186,412.58
12808.0,3,36,368,153.56666666666666
12809.0,1,177,177,410.91
12811.0,3,260,283,154.26666666666668
12812.0,1,44,44,229.64000000000001
12814.0,1,101,101,52.25
12815.0,2,147,197,425.705
12816.0,2,95,175,211.70000000000002
12817.0,1,280,280,133.54
12818.0,1,261,261,518.1
12820.0,4,2,326,233.3425
12821.0,1,213,213,90.72
12822.0,2,70,86,436.64
12823.0,5,74,296,187.5
12824.0,1,59,59,391.42
12826.0,7,2,364,209.72142857142856
12827.0,3,5,43,143.38333333333335
12828.0,6,2,129,166.57666666666668
12829.0,2,336,359,61.75
12830.0,6,37,171,172.0
12831.0,1,261,261,184.75
12832.0,2,31,97,190.765
12833.0,1,144,144,389.53000000000003
12834.0,1,282,282,306.08000000000004
12836.0,4,58,311,578.405
12837.0,1,172,172,111.25
12838.0,2,33,373,325.15000000000003
12839.0,14,2,366,390.63357142857143
12840.0,4,143,226,681.6925
12841.0,25,4,371,149.4908
12842.0,2,69,308,441.655
12843.0,8,65,263,203.18
12844.0,2,28,129,162.98000000000002
12845.0,4,266,289,39.635000000000005
12847.0,1,21,21,766.0899999999999
12849.0,2,30,268,457.32
12851.0,1,96,96,119.91
12852.0,1,294,294,294.15000000000003
12853.0,6,134,315,286.825
12854.0,3,78,317,398.7166666666667
12855.0,1,372,372,38.1
12856.0,6,7,63,350.21333333333337
12857.0,2,210,302,524.325
12863.0,1,51,51,314.7
12864.0,1,137,137,38.2
12865.0,2,25,123,739.41
12866.0,1,282,282,494.92
12867.0,7,25,359,553.0414285714286
12868.0,6,185,373,264.535
12871.0,2,83,206,131.51999999999998
12872.0,2,326,364,287.935
12873.0,1,281,281,251.24999999999997
12875.0,2,142,362,4.25
12876.0,2,57,195,819.785
12877.0,12,3,358,125.85916666666667
12878.0,2,235,265,427.045
12879.0,3,44,91,120.88666666666666
12881.0,1,275,275,106.5
12882.0,2,8,33,654.575
12883.0,4,24,88,163.8425
12884.0,1,87,87,152.25
12885.0,3,62,123,370.74
12886.0,2,67,219,652.5550000000001
12888.0,2,213,254,153.96
12890.0,1,23,23,373.88
12891.0,3,185,292,9.166666666666666
12893.0,1,30,30,176.55
12895.0,2,41,86,178.775
12897.0,2,204,301,86.5
12901.0,28,8,270,102.77142857142857
12902.0,1,264,264,117.78
12904.0,2,17,171,219.73
12906.0,5,11,77,379.054
12908.0,2,175,312,15.625
12909.0,5,39,252,291.336
12910.0,8,22,241,348.47125
12912.0,5,2,40,259.832
12913.0,5,4,367,346.14
12915.0,2,148,372,160.525
12916.0,4,138,320,632.7625
12917.0,1,127,127,247.5
12919.0,6,7,169,209.41
12920.0,1,16,16,139.14
12921.0,37,8,372,422.41135135135136
12922.0,1,160,160,396.8
12923.0,1,63,63,167.92
12924.0,4,87,327,183.2375
12925.0,2,4,74,336.69
12928.0,5,34,358,377.048
12929.0,1,311,311,100.95
12930.0,2,77,170,203.805
12931.0,15,21,357,229.844
12933.0,3,23,283,184.32333333333335
12935.0,7,1,318,295.36428571428576
12936.0,4,16,77,251.725
12937.0,4,14,266,354.8425
12938.0,1,25,25,107.47
12939.0,8,63,334,352.57625
12940.0,2,54,87,398.935
12942.0,3,130,365,205.5666666666667
12944.0,2,35,354,289.905
12945.0,1,287,287,405.5
12947.0,6,143,372,235.30666666666664
12948.0,7,15,264,288.83714285714285
12949.0,8,30,251,508.58375
12950.0,3,1,23,242.9
12951.0,6,8,330,174.4366666666667
12952.0,4,5,77,323.065
12953.0,1,9,9,289.95
12955.0,11,0,267,374.7054545454546
12956.0,1,305,305,97.17
12957.0,8,9,339,485.34875
12962.0,2,6,112,127.94500000000001
12963.0,8,7,365,226.10125
12965.0,1,88,88,738.11
12966.0,1,9,9,155.18
12967.0,2,357,371,542.35
12968.0,1,111,111,133.5
12970.0,4,6,321,95.1375
12971.0,86,3,371,94.77244186046512
12974.0,1,197,197,129.65
12976.0,1,211,211,412.35
12977.0,1,155,155,25.740000000000002
12980.0,9,157,358,225.25
12981.0,2,29,132,186.10999999999999
12982.0,1,242,242,386.25
12984.0,1,18,18,97.5
12985.0,2,0,28,559.01
12987.0,2,73,197,241.225
12988.0,1,291,291,458.67
12989.0,15,2,363,231.26533333333333
12990.0,3,30,309,133.25
12991.0,2,22,111,241.255
12993.0,4,22,297,103.69
12994.0,3,3,268,310.84
12995.0,1,84,84,146.75
12997.0,4,21,316,273.835
12999.0,3,195,245,127.09333333333332
13000.0,3,106,364,156.97
13001.0,13,3,326,529.9884615384616
13002.0,1,317,317,118.49999999999999
13003.0,3,105,214,40.1
13004.0,18,11,357,306.9144444444444
13005.0,2,173,245,229.15
13006.0,1,55,55,64.02
13008.0,1,322,322,229.46999999999997
13011.0,1,371,371,50.550000000000004
13012.0,8,8,294,199.8
13013.0,13,0,371,355.66538461538465
13014.0,10,10,280,286.778
13015.0,5,52,248,592.558
13016.0,3,72,122,248.9466666666667
13018.0,28,15,295,251.39714285714285
13021.0,9,3,358,268.0233333333333
13023.0,2,63,129,314.805
13026.0,5,0,275,114.976
13027.0,6,113,354,43.333333333333336
13028.0,2,22,44,315.21999999999997
13029.0,3,30,352,176.33333333333334
13030.0,2,10,367,336.17
13032.0,2,51,86,476.715
13033.0,1,356,356,190.55
13034.0,2,54,368,317.66
13035.0,2,73,260,348.85
13037.0,3,137,255,286.12333333333333
13038.0,3,79,290,302.15333333333336
13040.0,2,8,32,338.495
13043.0,1,272,272,326.95
13044.0,1,290,290,504.22
13045.0,1,98,98,305.28000000000003
13046.0,2,30,265,265.805
13047.0,10,31,373,312.351
13048.0,4,13,326,453.8925
13049.0,2,63,317,254.965
13050.0,17,14,366,322.24882352941177
13052.0,1,211,211,331.90000000000003
13055.0,3,77,213,392.6033333333333
13058.0,3,24,151,89.65000000000002
13059.0,1,249,249,145.65
13060.0,1,253,253,303.93
13061.0,1,71,71,245.31
13062.0,1,190,190,243.45
13064.0,4,12,326,259.68
13065.0,1,372,372,190.91
13066.0,2,23,31,216.375
13067.0,1,81,81,114.11
13068.0,2,9,319,43.0
13069.0,24,0,369,160.84958333333333
13070.0,1,191,191,228.8
13072.0,1,266,266,177.15
13075.0,1,129,129,774.4599999999999
13077.0,4,0,365,172.1775
13078.0,26,2,366,380.3130769230769
13079.0,5,3,139,44.02
13080.0,1,178,178,58.08
13081.0,11,11,370,2157.6845454545455
13082.0,9,125,337,183.37333333333333
13083.0,2,3,75,144.15
13085.0,2,157,294,180.09
13089.0,97,2,369,494.0992783505154
13090.0,14,8,372,470.9542857142857
13091.0,1,27,27,323.58
13092.0,5,70,359,87.122
13093.0,8,275,372,694.59
13094.0,12,20,368,59.18333333333334
13095.0,1,70,70,67.72999999999999
13097.0,10,32,359,549.693
13098.0,28,0,316,668.1028571428571
13101.0,1,233,233,82.75
13102.0,24,0,364,247.43499999999997
13103.0,1,39,39,231.94
13104.0,6,2,354,136.49666666666667
13107.0,4,43,333,327.3125
13108.0,1,372,372,264.55
13109.0,2,59,156,391.475
13110.0,7,30,310,198.74571428571429
13113.0,24,0,365,340.8704166666667
13115.0,4,11,183,547.8275
13116.0,1,137,137,448.79
13117.0,8,21,371,115.36875
13118.0,5,19,288,234.192
13121.0,1,268,268,278.36
13122.0,2,93,239,446.55
13124.0,3,89,358,1134.7766666666666
13126.0,8,4,366,249.19625
13127.0,1,77,77,259.17
13130.0,1,93,93,64.0
13131.0,3,22,187,327.68333333333334
13132.0,1,261,261,75.3
13133.0,2,273,303,51.225
13134.0,4,85,239,430.16
13136.0,5,55,212,508.70200000000006
13137.0,8,10,308,448.6275
13138.0,6,21,371,160.24833333333333
13139.0,7,15,259,636.72
13140.0,3,107,365,136.22333333333333
13141.0,5,84,314,468.30600000000004
13142.0,1,18,18,269.92
13144.0,1,332,332,84.7
13145.0,4,39,371,78.525
13146.0,1,25,25,228.91
13147.0,4,9,99,121.275
13148.0,12,28,363,282.69666666666666
13149.0,4,13,288,381.7325
13151.0,1,295,295,1079.52
13153.0,1,5,5,318.21000000000004
13155.0,4,32,368,235.14000000000001
13157.0,4,48,297,404.87
13158.0,4,94,318,299.6875
13159.0,4,8,115,347.76
13160.0,1,21,21,90.89999999999999
13161.0,1,312,312,110.75
13162.0,4,121,334,378.4125
13165.0,2,45,350,342.765
13166.0,1,282,282,409.6
13167.0,4,18,143,165.1925
13168.0,4,35,317,315.5725
13169.0,2,63,251,282.3
13170.0,1,26,26,106.72
13171.0,3,21,298,122.17
13173.0,2,3,366,175.355
13174.0,3,15,368,838.0933333333334
13176.0,1,45,45,415.18
13177.0,1,64,64,282.45
13178.0,11,25,360,496.8181818181818
13182.0,1,44,44,121.18
13183.0,9,7,334,279.2366666666667
13184.0,10,14,289,157.507
13186.0,3,39,128,518.4233333333333
13187.0,1,336,336,221.52
13188.0,1,10,10,107.10000000000001
13189.0,2,18,114,110.015
13192.0,2,94,204,452.07
13193.0,1,60,60,102.63
13194.0,1,135,135,60.7
13196.0,4,10,261,435.3825
13198.0,6,9,361,550.4666666666667
13199.0,38,3,366,147.92105263157896
13200.0,4,18,125,194.0675
13203.0,4,9,241,207.045
13207.0,2,14,150,125.13000000000001
13208.0,6,58,308,198.46666666666667
13209.0,8,29,361,687.92625
13210.0,1,93,93,324.5
13211.0,3,9,360,246.14
13212.0,3,19,60,235.82666666666668
13213.0,5,56,199,277.656
13216.0,1,267,267,139.0
13217.0,3,121,156,72.59
13218.0,1,126,126,62.01
13220.0,4,77,236,180.88500000000002
13221.0,2,239,358,386.605
13223.0,2,199,231,57.45
13224.0,2,59,150,992.835
13225.0,7,2,361,269.75
13226.0,1,272,272,100.51
13227.0,1,201,201,257.7
13228.0,1,80,80,89.5
13229.0,1,225,225,153.15
13230.0,14,3,364,180.60357142857143
13232.0,7,12,242,172.4157142857143
13233.0,2,73,335,276.85
13235.0,1,211,211,983.07
13236.0,2,24,106,345.415
13238.0,4,16,359,151.42000000000002
13239.0,1,261,261,311.62
13240.0,4,95,365,161.675
13242.0,3,111,213,90.13333333333334
13243.0,1,202,202,555.02
13244.0,1,92,92,117.29
13245.0,1,50,50,364.85
13246.0,6,17,329,208.58833333333334
13247.0,4,17,82,122.1175
13248.0,2,124,188,225.73
13249.0,3,91,260,81.74333333333334
13253.0,2,156,338,299.33
13255.0,2,8,373,156.10500000000002
13258.0,3,11,204,209.57666666666668
13259.0,1,61,61,271.68
13260.0,1,60,60,392.32
13261.0,2,268,285,430.25
13262.0,1,262,262,192.29
13263.0,35,0,324,205.20914285714284
13265.0,5,52,273,320.954
13266.0,12,10,256,244.61333333333334
13267.0,19,2,366,229.26000000000002
13268.0,11,17,266,272.14181818181817
13269.0,15,0,369,326.77733333333333
13271.0,1,36,36,211.49
13272.0,2,30,89,125.33000000000001
13273.0,1,112,112,135.79
13276.0,2,63,99,280.24
13277.0,4,15,133,60.475
13278.0,1,40,40,497.86
13279.0,1,77,77,137.75
13280.0,3,121,336,260.40000000000003
13282.0,3,17,220,352.31333333333333
13283.0,2,59,185,46.83
13284.0,1,330,330,186.24
13285.0,4,22,289,667.755
13291.0,1,155,155,353.41
13292.0,2,38,283,262.09999999999997
13294.0,2,189,249,426.945
13295.0,1,359,359,198.3
13296.0,1,136,136,83.4
13297.0,4,7,66,466.5225
13298.0,1,0,0,183.75
13299.0,1,267,267,127.80000000000001
13300.0,1,168,168,371.89
13301.0,4,103,291,149.1225
13304.0,1,350,350,282.1
13305.0,10,3,372,174.52100000000002
13308.0,3,22,202,420.4766666666667
13309.0,5,6,308,287.556
13310.0,3,27,323,368.57666666666665
13311.0,2,3,149,261.91
13313.0,5,21,339,306.524
13314.0,3,1,73,249.73000000000002
13316.0,4,36,253,660.6225
13317.0,6,65,358,360.5133333333333
13318.0,3,0,36,191.84666666666666
13319.0,26,4,365,395.64961538461534
13320.0,4,77,213,383.05
13321.0,2,71,85,160.895
13322.0,1,16,16,199.48000000000002
13323.0,5,2,83,138.02
13324.0,10,35,360,355.995
13325.0,1,81,81,598.8
13327.0,8,38,364,420.94625
13328.0,1,315,315,701.93
13329.0,2,31,366,298.74
13330.0,3,92,315,366.96
13332.0,1,13,13,345.9
13334.0,3,81,305,1147.6066666666668
13336.0,1,76,76,782.5500000000001
13338.0,1,157,157,382.72
13339.0,1,200,200,799.42
13340.0,7,44,276,956.2942857142858
13341.0,1,260,260,723.55
13343.0,1,177,177,305.93
13344.0,3,67,277,668.93
13345.0,1,287,287,337.20000000000005
13347.0,1,69,69,255.29999999999998
13348.0,1,63,63,233.76
13349.0,1,10,10,204.82
13350.0,2,15,78,401.385
13351.0,1,65,65,331.44
13352.0,1,59,59,353.67999999999995
13354.0,1,70,70,729.16
13355.0,1,121,121,642.25
13356.0,1,79,79,698.59
13357.0,1,256,256,565.35
13358.0,1,268,268,381.96
13359.0,1,63,63,389.56
13362.0,4,8,287,752.285
13363.0,2,17,43,445.945
13364.0,1,70,70,134.95999999999998
13365.0,2,33,217,1039.435
13368.0,2,256,337,274.96500000000003
13369.0,1,365,365,252.13000000000002
13370.0,1,371,371,717.0
13372.0,1,89,89,327.54
13373.0,3,60,275,1058.9733333333334
13375.0,1,88,88,710.68
13376.0,3,98,233,293.10333333333335
13379.0,3,25,136,188.78666666666666
13381.0,6,31,298,588.1666666666666
13382.0,1,280,280,219.64000000000001
13384.0,7,30,178,501.88
13385.0,1,329,329,478.07
13388.0,2,130,130,308.975
13389.0,3,10,232,256.05333333333334
13390.0,1,74,74,457.18
13394.0,8,1,309,293.73
13395.0,1,184,184,283.28
13396.0,2,28,318,630.595
13397.0,5,72,338,273.712
13398.0,1,191,191,443.32
13402.0,2,126,371,308.615
13403.0,1,17,17,61.25
13404.0,2,0,212,126.245
13405.0,3,73,317,173.61666666666667
13408.0,62,1,373,292.26693548387095
13410.0,5,23,290,175.268
13411.0,1,106,106,211.10000000000002
13414.0,3,133,296,200.91666666666666
13416.0,2,43,80,348.25
13417.0,2,4,204,280.24
13418.0,18,11,372,301.90055555555557
13419.0,1,63,63,221.06
13420.0,2,149,170,70.05
13421.0,2,39,289,853.395
13422.0,1,63,63,2523.25
13425.0,3,107,294,460.90000000000003
13426.0,10,0,359,343.227
13427.0,3,18,214,176.03
13428.0,1,9,9,198.38
13429.0,4,10,74,229.735
13430.0,2,18,85,320.0
13431.0,2,66,88,517.4
13434.0,2,73,96,135.77
13435.0,7,4,188,431.0585714285714
13436.0,1,1,1,166.04
13437.0,7,13,189,440.2657142857143
13439.0,1,254,254,280.52
13441.0,1,91,91,248.11
13447.0,3,22,35,369.73
13448.0,6,16,373,567.2083333333334
13449.0,1,23,23,291.88
13450.0,6,26,217,258.99666666666667
13451.0,5,25,333,569.232
13452.0,2,258,270,7.5
13453.0,2,165,289,167.79
13455.0,2,24,365,468.845
13456.0,6,17,206,250.02
13458.0,14,6,359,641.5764285714286
13460.0,2,28,49,91.72
13461.0,3,38,163,296.68333333333334
13462.0,1,252,252,150.0
13464.0,1,57,57,659.23
13466.0,1,183,183,266.2
13467.0,2,10,35,512.09
13468.0,37,1,372,140.54432432432432
13470.0,2,98,114,82.5
13471.0,4,0,46,607.3475
13473.0,2,60,332,196.105
13474.0,1,235,235,215.24
13475.0,4,190,298,334.29
13476.0,2,178,280,464.46
13477.0,6,37,291,231.1483333333333
13479.0,2,200,234,145.575
13481.0,5,45,256,355.302
13482.0,1,231,231,184.64
13483.0,1,65,65,140.34
13484.0,1,240,240,307.5
13485.0,1,232,232,440.69
13486.0,3,77,154,364.93333333333334
13487.0,3,57,352,185.36666666666667
13488.0,13,16,366,628.9369230769231
13489.0,4,104,294,57.4225
13491.0,10,51,371,116.83399999999999
13492.0,3,135,214,413.08
13493.0,2,274,286,94.55
13494.0,1,311,311,306.6
13495.0,5,7,367,391.714
13496.0,2,10,359,311.815
13497.0,2,282,368,174.025
13499.0,5,17,269,174.21800000000002
13500.0,3,22,122,373.93333333333334
13501.0,1,287,287,1230.97
13502.0,3,16,323,95.7
13503.0,1,70,70,207.95
13504.0,1,63,63,282.98
